S/N,List Year,Date Recorded,Town,Address,Property Type,Assessed Value,Sale Amount
24122,2021,6/21/2022,Clinton,19 JEFFERSON CIR,Residential,"155,000","216,000"
24123,2021,6/21/2022,Bridgeport,1200 HUNTINGTON TPKE,Residential,"156,177","86,667"
24124,2021,6/21/2022,Bridgewater,17 BRIDGEWATER COMMON,Residential,"138,700","330,000"
24125,2021,6/21/2022,New Britain,29 HILLHURST AVE,Residential,"95,340","261,000"
24126,2021,6/21/2022,Bridgeport,1056 CONNECTICUT AVE APT LEASE,Commercial,"2,594,180","40,000"
24127,2021,6/21/2022,Bethel,16 HUNTING RIDGE LANE,Residential,"102,078","581,399"
24128,2021,6/21/2022,Avon,14 LEXINGTON ROAD,Residential,"332,970","657,000"
24129,2021,6/21/2022,Bethany,236 MILLER RD,Residential,"288,470","625,000"
24130,2021,6/21/2022,Cheshire,373 COUNTRY CLUB RD,Residential,"169,130","412,000"
24131,2021,6/21/2022,Middletown,29 CEDAR ST,Residential,"130,900","285,000"
24132,2021,6/21/2022,Eastford,HARTFORD PIKE,Vacant Land,"1,510","75,000"
24133,2021,6/21/2022,Ledyard,9 MARLA AVE,Residential,"127,540","230,000"
24134,2021,6/21/2022,Ansonia,122 N STATE ST,Residential,"171,200","361,000"
24135,2021,6/21/2022,Cheshire,920 BOULDER RD,Residential,"346,370","200,000"
24136,2021,6/21/2022,Cromwell,14 CLUBHOUSE DRIVE,Residential,"115,360","240,000"
24137,2021,6/21/2022,Marlborough,43 AVALON LN,Residential,"392,260","701,000"
24138,2021,6/21/2022,Bridgeport,1054 CONNECTICUT AVE LEASEHOLD,Commercial,"2,594,180","15,000"
24139,2021,6/21/2022,Monroe,11 VINCENT DR,Residential,"179,700","380,000"
24140,2021,6/21/2022,Danbury,17 FAIRMOUNT DR,Residential,"224,600","456,700"
24141,2021,6/21/2022,Danbury,10 FAIRVIEW DR 4,Residential,"64,800","166,000"
24142,2021,6/21/2022,Kent,250 SCHAGHTICOKE RD,Residential,"184,800","477,000"
24143,2021,6/21/2022,Hampton,275 SAND HILL RD,Residential,"261,520","480,000"
24144,2021,6/21/2022,Naugatuck,88 ROCKWELL AVENUE,Residential,"131,770","295,000"
24145,2021,6/21/2022,Middletown,43 WILCOX RD,Residential,"110,540","155,000"
24146,2021,6/21/2022,Hamden,50 QUAKER RD,Residential,"103,950","252,000"
24147,2021,6/21/2022,Stamford,53 PROSPECT STREET #510,Commercial,"5,442,620","155,000"
24148,2021,6/21/2022,Norwalk,272 NEWTOWN AVE,Residential,"354,000","660,000"
24149,2021,6/21/2022,Torrington,1229 WINSTED RD UNIT 126,Residential,"69,390","157,000"
24150,2021,6/21/2022,Stonington,35 BORODELL AVE,Residential,"316,100","905,000"
24151,2021,6/21/2022,Norwalk,9 DONOHUE DR,Residential,"271,500","480,000"
24152,2021,6/21/2022,Thompson,69 BLAIN RD,Residential,"151,800","310,000"
24153,2021,6/21/2022,Waterbury,1350 NORTH MAIN ST,Residential,"53,380","330,000"
24154,2021,6/21/2022,New Milford,26 NEWTON RD,Residential,"203,430","416,500"
24155,2021,6/21/2022,Torrington,420 NORFOLK RD,Residential,"72,410","235,000"
24156,2021,6/21/2022,Rocky Hill,9 DEER PATH,Residential,"185,290","341,500"
24157,2021,6/21/2022,Waterbury,31 ELLSMERE AVE,Residential,"64,290","142,000"
24158,2021,6/21/2022,Waterbury,91 VIRGINIA AVE,Residential,"65,650","140,000"
24159,2021,6/21/2022,New Haven,500 WOODWARD AV #9,Residential,"95,410","180,000"
24160,2021,6/21/2022,Seymour,24 KATHY DR,Residential,"142,030","310,000"
24161,2021,6/21/2022,Newington,32 SUNRISE CIR,Residential,"93,320","170,000"
24162,2021,6/21/2022,Stratford,1742 BARNUM AVENUE,Commercial,"154,070","185,000"
24163,2021,6/21/2022,North Haven,111 HOMEWOOD AVE,Residential,"189,650","403,000"
24164,2021,6/21/2022,Southington,1443 EAST ST,Residential,"184,910","400,000"
24165,2021,6/21/2022,Ridgefield,140 BENNETTS FARM RD,Residential,"276,570","525,000"
24166,2021,6/21/2022,Stratford,315 HIGHLAND AVENUE,Residential,"312,830","725,000"
24167,2021,6/21/2022,Putnam,30 SMITHFIELD AVE,Residential,"126,600","300,000"
24168,2021,6/21/2022,Stamford,59 WINESAP ROAD,Residential,"412,880","700,000"
24169,2021,6/21/2022,Waterbury,167 WOOD ST,Residential,"68,110","260,000"
24170,2021,6/21/2022,Old Lyme,29 MOSS POINT TRL,Residential,"137,600","237,500"
24171,2021,6/21/2022,Redding,17 MOUNTAINVIEW DR,Residential,"436,900","875,000"
24172,2021,6/21/2022,Prospect,17 TALMADGE HILL RD,Residential,"161,260","280,000"
24173,2021,6/21/2022,Suffield,41 FOURTH ST,Residential,"182,840","330,000"
24174,2021,6/21/2022,Stamford,61 SEAVIEW AVENUE #D-36,Residential,"262,810","380,000"
24175,2021,6/21/2022,Thompson,33 WILSONVILLE RD,Residential,"175,200","285,000"
24176,2021,6/21/2022,New Milford,33 WEANTINOCK DR,Residential,"229,070","520,000"
24177,2021,6/21/2022,Stonington,103 MAIN ST #2203,Residential,"224,200","562,000"
24178,2021,6/21/2022,Norwalk,83 WASHINGTON ST 2B,Residential,"117,510","245,000"
24179,2021,6/21/2022,Norwalk,126 WASHINGTON ST 303,Residential,"158,490","295,000"
24180,2021,6/21/2022,Tolland,38 CHARDONNAY LANE,Residential,"266,500","549,900"
24181,2021,6/21/2022,Old Saybrook,28 BEACH ROAD WEST,Residential,"322,600","970,000"
24182,2021,6/21/2022,Norwalk,1 BLUE MOUNTAIN COURT,Residential,"575,060","1,062,500"
24183,2021,6/21/2022,Southington,20 MARIANI DR,Vacant Land,"92,980","180,000"
24184,2021,6/21/2022,Old Saybrook,367 MAIN ST #39,Residential,"257,800","515,000"
24185,2021,6/21/2022,Stratford,125 ASH STREET,Residential,"195,300","490,000"
24186,2021,6/21/2022,Torrington,199 ROULIN ST,Residential,"115,400","299,900"
24187,2021,6/21/2022,Ridgefield,362 OLD SIB RD,Residential,"391,710","400,000"
24188,2021,6/21/2022,Torrington,390 PARK AVE,Residential,"83,640","80,000"
24189,2021,6/21/2022,Putnam,84 PERRY ST #221,Residential,"116,100","253,500"
24190,2021,6/21/2022,New Haven,1423 QUINNIPIAC AV #615,Residential,"49,700","108,000"
24191,2021,6/21/2022,Plainfield,33-35 THIRD ST,Residential,"102,250","185,000"
24192,2021,6/21/2022,Newington,85 COTTONWOOD RD,Residential,"91,990","190,000"
24193,2021,6/21/2022,Stamford,2539 BEDFORD STREET #38B,Residential,"306,490","607,219"
24194,2021,6/21/2022,Waterbury,90 CELIA DR,Residential,"75,240","216,000"
24195,2021,6/21/2022,Old Lyme,321 SHORE RD,Residential,"396,100","850,000"
24196,2021,6/21/2022,Norwich,68 THERMOS AVE #213B,Residential,"60,100","128,000"
24197,2021,6/21/2022,South Windsor,26 ARROWWOOD CIRCLE,Residential,"163,400","399,550"
24198,2021,6/21/2022,Stratford,135 ALLYNDALE DRIVE,Residential,"170,800","355,000"
24199,2021,6/21/2022,New Hartford,66 LAURELWOOD POND LANE,Residential,"344,540","780,000"
24200,2021,6/21/2022,Rocky Hill,139 FOREST STREET,Residential,"149,240","270,000"
